trade_date,open,high,low,close,amt_change,pct_change
2015-08-06,1.5599,1.5636,1.5466,1.5509,-0.0091,-0.58
2015-08-07,1.5506,1.5543,1.5422,1.5495,-0.0014,-0.09
2015-08-10,1.5484,1.5604,1.5455,1.5583,0.0088,0.57
2015-08-11,1.5583,1.5612,1.5552,1.5581,-0.0002,-0.01
2015-08-12,1.5579,1.5659,1.5532,1.5607,0.0026,0.17
2015-08-13,1.5608,1.5636,1.5572,1.5609,0.0002,0.01
2015-08-14,1.561,1.5658,1.5586,1.5643,0.0034,0.22
2015-08-17,1.5645,1.5687,1.5576,1.5579,-0.0064,-0.41
2015-08-18,1.558,1.5717,1.556,1.5661,0.0082,0.53
2015-08-19,1.566,1.5699,1.5633,1.5681,0.002,0.13
2015-08-20,1.568,1.5701,1.5604,1.5684,0.0003,0.02
2015-08-21,1.5685,1.5723,1.5655,1.5695,0.0011,0.07
2015-08-24,1.5672,1.5802,1.5628,1.5759,0.0064,0.41
2015-08-25,1.5761,1.5818,1.5677,1.5695,-0.0064,-0.41
2015-08-26,1.5698,1.5719,1.5449,1.5477,-0.0218,-1.39
2015-08-27,1.5478,1.5508,1.5368,1.5409,-0.0068,-0.44
2015-08-28,1.5407,1.5443,1.5333,1.5391,-0.0018,-0.12
2015-08-31,1.5413,1.5436,1.5335,1.536,-0.0031,-0.2
2015-09-01,1.536,1.5407,1.5295,1.5299,-0.0061,-0.4
2015-09-02,1.5299,1.5325,1.5263,1.5303,0.0004,0.03
2015-09-03,1.5303,1.5313,1.5217,1.5255,-0.0048,-0.31
2015-09-04,1.5256,1.5273,1.516,1.517,-0.0085,-0.56
2015-09-07,1.5193,1.5288,1.5168,1.527,0.01,0.66
2015-09-08,1.5274,1.5412,1.5266,1.5394,0.0124,0.81
2015-09-09,1.5394,1.5404,1.5347,1.5354,-0.004,-0.26
2015-09-10,1.5354,1.5475,1.5336,1.5437,0.0083,0.54
2015-09-11,1.5438,1.5462,1.5398,1.5428,-0.0009,-0.06
2015-09-14,1.5443,1.5471,1.5371,1.5423,-0.0005,-0.03
2015-09-15,1.5423,1.5456,1.5325,1.5342,-0.0081,-0.53
2015-09-16,1.5342,1.5528,1.5327,1.5511,0.0169,1.1
2015-09-17,1.5509,1.5628,1.5484,1.5564,0.0053,0.34
2015-09-18,1.5567,1.5658,1.5512,1.5535,-0.0029,-0.19
2015-09-21,1.5524,1.5566,1.5478,1.5503,-0.0032,-0.21
2015-09-22,1.5504,1.5528,1.5338,1.5347,-0.0156,-1.01
2015-09-23,1.5351,1.5367,1.5218,1.5247,-0.01,-0.65
2015-09-24,1.5247,1.5288,1.5198,1.5227,-0.002,-0.13
2015-09-25,1.5227,1.526,1.5133,1.518,-0.0047,-0.31
2015-09-28,1.5199,1.524,1.5155,1.5161,-0.0019,-0.13
2015-09-29,1.5163,1.5204,1.5126,1.5152,-0.0009,-0.06
2015-09-30,1.5154,1.5212,1.5105,1.512,-0.0032,-0.21
2015-10-01,1.5119,1.5179,1.5106,1.5134,0.0014,0.09
2015-10-02,1.5134,1.5237,1.5123,1.5181,0.0047,0.31
2015-10-05,1.5182,1.5243,1.5134,1.5151,-0.003,-0.2
2015-10-06,1.5151,1.5242,1.5137,1.5224,0.0073,0.48
2015-10-07,1.5224,1.5339,1.5218,1.5313,0.0089,0.58
2015-10-08,1.5314,1.5372,1.5258,1.5347,0.0034,0.22
2015-10-09,1.5348,1.5383,1.5297,1.5303,-0.0044,-0.29
2015-10-12,1.5318,1.5373,1.5309,1.5333,0.003,0.2
2015-10-13,1.5333,1.5387,1.5198,1.5253,-0.008,-0.52
2015-10-14,1.5254,1.5494,1.5244,1.5475,0.0222,1.46
2015-10-15,1.5472,1.5508,1.5413,1.5467,-0.0008,-0.05
2015-10-16,1.5469,1.5485,1.5427,1.5439,-0.0028,-0.18
2015-10-19,1.5433,1.5496,1.5425,1.5468,0.0029,0.19
2015-10-20,1.5473,1.5504,1.5431,1.5443,-0.0025,-0.16
2015-10-21,1.5444,1.5477,1.5408,1.5419,-0.0024,-0.16
2015-10-22,1.542,1.5506,1.5367,1.5382,-0.0037,-0.24
2015-10-23,1.5381,1.5419,1.5302,1.5312,-0.007,-0.46
2015-10-26,1.5311,1.5381,1.5301,1.535,0.0038,0.25
2015-10-27,1.535,1.5359,1.528,1.5311,-0.0039,-0.25
2015-10-28,1.5311,1.5346,1.5245,1.5267,-0.0044,-0.29
2015-10-29,1.5269,1.5324,1.524,1.532,0.0053,0.35
2015-10-30,1.5318,1.5467,1.5302,1.5426,0.0106,0.69
2015-11-02,1.5437,1.5497,1.5401,1.5417,-0.0009,-0.06
